document_ID,cs_textrec_ID,page,text,OCMs,Combined
fx10-020,264,169,"Symbolic training to do hxaro begins between the age of six months and a year when the maternal or paternal grandmother cuts off a child's beads, washes him, puts the beads in the child's hand, has him give them to some older relative and replaces them with new ones. From this point on, the parents or grandparents periodically cut off a child's beads and redistribute [Page PAGE 170 IS BLANK] [Page 171] figures are based on interviews with the child alone‚Äîparents still carry on a broader hxaro in the child's name to open future possibilities, but the child is unaware of, or indifferent to, these relationships.","Interviewing in research (124)
Exchange and transfers (430)
Kin relationships (602)
Grandparents and grandchildren (603)
Childhood activities (857)
Transmission of cultural norms (867)",no
ab06-007,265,141,"Early in 1934 Munro wrote saying he had discovered the existence of the women's secret girdles and their importance in the regulation of marriage as well as their magical power. 1 
1 While investigating this subject Munro was obliged to exercise extreme caution, as any misfortune, from a toothache to a fatality, was attributed to infringement of the injunction to secrecy. While he was able to dispose of the former easily, the latter—the death of a child suffering from an incurable malady which he was treating—caused him considerable anxiety, and he was only able to overcome this difficulty with great tact and patience.
Because of his success in treating serious illness, he gained the confidence of Ainu women, two of whom (Pl. XXVII) overcame their extreme diffidence in mentioning the subject and gave him much valuable information. He found out that every woman wears a belt of [Page 142] prescribed design and length under her clothing. 1 
1 The following is extracted from a letter dated April 14th, 1934, from Munro: ‘There is a special measure for the girdle, as I am informed by two women independently. The girdle, or rather its cord, is measured between the outstretched hands, the cord (tush) being held between the end of the thumb and the forefinger…. Obviously the span differs in different persons. But there is another source of difference in length. I am told that women of small size measure the difference between the sum of the measured lengths thus obtained and the conventional length for a special deity by a short measure between the shoulder joint and the thumb, while those of large size measure it between the top of the sternum and the thumb. Both these are called atem (at-tem, half arm's length) though there is a difference of several inches. The length between the outstretched arms is called shine-tem or one arm's stretch. They call this now by the Japanese name, one ken, which is 6 feet, and would say that a tush is so many ken and a half. Obviously such measurements are not constant. Moreover … the kut is strictly private in each family line of matrilineal succession, so increment of difference in length is unavoidable. However, women interrogated separately are quite positive that the length of their own cord has not changed, because the measure was handed down from the sacred ancestral source. Unfortunately, I can find no note as to the age at which girls were first given their girdles, whether a small girdle was given to young girls, and whether the first assumption of the girdle was accompanied by any ceremony.’
This is called the upshoro (or upsoro) kut, but in ancient tradition it is referred to as a-eshimukep. A is an honorific corresponding to the Japanese O, and eshimukep means ‘most hidden thing’. Other names used only by old people are ishirimauriri meaning ‘sustaining great [or bodily] strength’, raun kut or ram kut, under-girdle or soul or spirit girdle. At first he discovered only three types of kut, which were said to indicate three lines of matrilineal descent and were associated respectively with Wakka-ush Kamui, the deity of fresh water, Kim-un Kamui, the bear deity and Rep-un Kamui, the sea deity or grampus. Each type is woven in a particular way, with a definite number of strands and attached tabs, and is made of wild flax (hai). Every woman inherits from her mother her type of kut; men are supposed to have no knowledge of them and are never allowed to see them; even among themselves women are cautious about talking of them or exposing them. Girls are taught that they must not reveal the secret of their girdle to anyone. At the time of Munro's investigations in the early thirties many young women were no longer capable of making girdles for themselves, and older women had to do it for them when a new one was required. They knew little more than the names of the kamui to whom their girdles were dedicated. The kut were reputed to have magical powers by means of which women were said to be able to calm a storm, hold back [Page 143] a tidal wave or a conflagration and repel the kamui of small-pox. 1
1 When Munro's house was burnt down he did not know of the power that women were able to exercise by means of their kut, but he noticed that a group of women about fifty yards away stood waving their arms—presumably driving away the fire by means of the power they exercised on account of their kut.","Observation in research (123)
Functional and adaptational interpretations (182)
Sociolinguistics (195)
Cordage (283)
Special garments (292)
Inheritance (428)
Regulation of marriage (582)
Rule of descent (611)
Religious offenses (688)
Magic (789)
Weights and measures (804)
Transmission of beliefs (869)",no
az02-002,266,109,"Such training as the children receive is undertaken by their parents or guardians; in the case of boys it consists merely in providing them with miniature weapons suitable to their age, and instructing them in their use: as they advance in years they accompany the men in their hunting and fishing expeditions, and, being by nature intelligent and emulous, they speedily acquire sufficient skill to enable them to afford material assistance to their elders.The girls, similarly, are taught by their mothers, or other female guardians, how to fulfil the various duties which are regarded as essentially pertaining to their sex, and which I have described in the foregoing.",Transmission of skills (868),no
az02-000,267,7,"Customarily children are given in adoption. The responsibility of early socialization of the child rests with the child's matrilineal relatives. Once a young boy is ready for initiation his training and education become the responsibility of his father and his paternal relatives. After a girl's first menstruation she is even more closely aligned with her matrilineal relatives. Children of both sexes are taught about the forest while they accompany their elders on various hunting and gathering activities. Through play and the making of toy canoes, bows and arrows, shelters and small nets, children are introduced to the basic requisite skills.","Adoption (597)
Techniques of socialization (861)
Transmission of skills (868)
Puberty and initiation (881)",no
az02-001,268,76,"When a boy reaches the age of five or six his father makes him a toy bow and arrows, and sometimes a toy canoe. From this time the boy begins to learn the occupations of men and begins to pick up knowledge about the animals and trees and fishes of his country. The girl, accompanying her mother on her expeditions to gather roots and seeds, or to catch fish or pick up molluscs on the reefs, learns what it is necessary for women to know.",Transmission of skills (868),no
ax05-001,269,91,"As women take the children with them when they go out to dig for yams, little girls soon learn to do this, and boys would begin to be taken out hunting when about ten years old. It was difficult to find out whether the fathers' or mothers' brothers took the greater part in training the boys and it seemed that a lad eager to go out hunting would be taken by any grown man, who in the very small community is usually a relative. Lads would be encouraged by their elders to shoot at a mark with their bows and arrows, and later they would stalk small birds and shoot fish 1 
1 Nevill, in the Taprobanian (Vol. 1, 1886, p. 189), says “…a pellet bow is used occasionally by small boys, and birds are often shot with it, though the aim seems very uncertain.” Pellet bows were seen at Henebedda, they are used regularly by the Sinhalese in the neighbourhood, and we do not doubt that the practice was introduced by them.        

When a child tells a lie he may be told “Go away, I do not believe what you say,” but it appeared that even young children were usually truthful. One thing is taught the lads systematically, that is the method of collecting honey from the combs of the rock bee. Whenever the caves are conveniently situated a ladder of creepers is suspended from a tree in the jungle above and hangs over the end of the face of rock which forms the cave. On this the youths play at “honey getting.” At Pihilegodagalge the lads were quite willing to demonstrate to us how it was done, and the elder men showed clearly that this [Page 92] was a game which they encouraged. A lad of about thirteen collected some green leaves and tied them together with creeper, then taking an arrow, a toy masliya, and a broken gourd tied with creeper, which hung over his arm, for a maludema, he set fire to the leaves and climbed the ladder 1 . While lowering the smoker and letting the smoke blow into the crevice in the rock where the comb was supposed to be, he pretended to cut round its sides with an arrow and thrust at it with his masliya (figure 3), from which he transferred the honey into the gourd. As he descended from the ladder he beat his chest and sides as though driving off the bees, and directly he reached the ground rushed into the jungle to escape from them, all the smaller children imitating him with great glee. Obviously this was a well-known and favourite game, for even the elders took part in it, throwing their cloths over their heads and running into the jungle.","Weapons (411)
Transmission of skills (868)
General tools (412)
Utensils (415)
Games (524)
Childhood activities (857)",yes
an07-000,270,6,"Both parents look after their offspring from earliest childhood, although mothers spend more time with them, especially when they are still nursing. Children learn most skills and social norms casually, by observation and practice, often in play groups of mixed ages and sexes. Children have great freedom; corporal punishment is rare. Parents teach adolescents complicated skills such as pandanus weaving or blowpipe hunting.","Techniques of socialization (861)
Transmission of skills (868)",no
an07-005,271,64,"When someone spots something at the path-edge, such as the trailing vine of a yam, s/he will inspect it carefully and the whole pack might halt its movement to discuss this new finding. As new opportunities arise for culling things out of the forest, the order of travelers will change and some in the group might linger behind to follow through while the others precede them to an agreed place of collection or extraction. If young children are in the group, the parents might point out things of interest to them and if the children demand to have something brought to them, the movement will be halted for this purpose.","Annual cycle (221)
Collecting (222)
Forest products (314)
Ethnogeography (823)
Transmission of skills (868)",no
an07-005,272,157,"What's important is to be around others. Individual volition and readiness to learn count for a lot too. People may schedule reunions in order to spend time with a chosen mentor, thus somewhat overcoming the ‚Äúcatch-as-catch-can‚Äù nature of knowledge acquisition. On an everyday basis, there is general recognition that in [Page 158] order to know the forest, one needs to be present in it, and to c‚ñ°p bah-h(…ô)p, learning about the forest through observation and experience, imitating what others do, and developing one's repertoire of skills and sensibilities. Often, parents scold children who don't want to go to the forest and they will say that if they don't, they will not learn anything. ‚ñ°eyGk, explaining how he had learnt to hunt and dig, said that he did this by following each of his parents: ‚ÄúWhen my father went to hunt, I followed him. When I did not follow my father, I followed my mother.‚Äù Only through long experience in the forest, can one become a dab hand at knowing it.","Ethos (181)
Ethnogeography (823)
Transmission of skills (868)",no
an07-005,273,274,"Theoretical explanations or an introduction to custom and usage are unknown. There is no precept, only example. But if wrong is done or if the child violates custom and usage, [Page 275] 276 cont. one hears the warning voice of an adult: “Lawaj Karei! Sin against Karei!” (thunder will strike). If the children are too loud at their play, a woman's voice will immediately scream into the gay chorus: “Penun, penun menmin, Karei lawaj! — If you play that way (loudly), thunder will strike!” (That is not permitted, that is taboo.) And immediately the children grow silent and trudge off.",Transmission of cultural norms (867),no
oi08-007,274,70,"“Much time is spent in the evenings teaching the younger generation songs and dances, which allude to ancestral traits, to the tricks of the chase, and to the damage the evil spirits can do. The notes and calls of the different wild animals and birds, with which the tribe has daily to do, are cleverly imitated and explained, disregardless of the numerous repetitions, which are begged, to satisfy the childish curiosity. For instance, the plover is by the Western Arunndta called ‘ kurreke tata, ’ which is softly and musically rendered in imitation of the bird's familiar cry. The plover is described as a rain-maker, which is able to bring the water from a cloud whenever it desires. Even the European settler often refers to this bird as a ‘rainpiper’; the connection between the species and rain no doubt having arisen from the fact that plover usually follow up showers and remain in the vicinity of any pools which collect upon the ground. During any rain-making ceremonies the plover is frequently mimicked. Another of their favourite items is the imitation of a whining and howling dingo, which they accomplish with wonderful accuracy.","Ethnozoology (825)
Childhood activities (857)
Transmission of skills (868)",no
oi08-007,275,71-72,"“Commendable pains are taken by the adults in imitating the tracks of all the animals of chase, and the children are invited to compete in reproducing them. For instance, an ‘emutrack.’ is obtained by pressing the inner surfaces of the index finger and thumb, held at an angle of about forty-five degrees, into a smooth patch of sand; then, without lifting the index finger, the thumb is moved to the opposite side and there pressed into the sand, at about the same angle as before. Often the impression of the ‘pad’ of the bird's foot is indicated by dabbing the round point of the thumb into the sand immediately behind the intersection of the three ‘toes.’“The study of animal-spoors in all their specific and various intricacies, and especially the art of individualizing the human foot-print, rank among the most important and earliest occupations of the aboriginal child's mind. Parents are required by law to see that the children receive constant instruction and exercise in this department. It is a common thing for a mother to purposely slip away from her child and not to respond to the imploring wail, which follows when her absence is discovered.[73] The only sympathy some relatives or friends might proffer is to direct the child's notice to its mother's tracks and at the same time urging it to follow them up.”","Ethnozoology (825)
Childhood activities (857)
Transmission of skills (868)
Ethnoanatomy (826)
Techniques of socialization (861)",yes
oi08-007,276,85[3],"“The little girls accompany their mothers whenever collecting rambles are undertaken. They receive instructions in the methods of locating and gathering grubs, lizards, seeds, and roots; and during this time they are required to daily handle the yam-stick in the correct manner as shown them by their seniors. Subsequently they are taught how to clean, cook and prepare the meals to be placed before the men.”","Division of labor by gender (462)
Transmission of skills (868)
Vocational education (874)",no
oi08-007,277,60,"“The elderly men no doubt give the boys advice in the art of throwing the spear and boomerang, but I have never seen them instruct a group of boys. Probably the boys are supposed to acquire the art by practice. This they do from the time they can hold a reed in their hand. As soon as they are able to run strongly they practise the art of self-defence. Dodging and diverting the spear and boomerang with a shield are the two methods of defence, and the boys get skilful at it. To imitate the boomerang they use flat chips of wood, short bits of bark, or at the stations bits of board, or anything that will turn end on end when thrown.”",Transmission of skills (868),no
oi08-046,278,,"The world of the pre-contact Aboriginal child is difficult to recreate, but those with a memory of such days report that they often started to learn bush skills as soon as they could walk. Most day-to-day learning was by watching and doing, while songs and stories were reserved for more sacred knowledge such as initiation ceremonies, which were taught by repetition and learning. 24 Superficially Hermannsburg school methods of rote learning might seem to parallel the Aboriginal child's methods of learning sacred material by repetition and through ritual. 25 It may well be significant that singing was always reported as the subject of greatest popularity at the school, and the harmonies of Bach, Handel and Luther found enthusiastic daily expression in the Western Aranda language. The notebooks of Strehlow, Liebler, Albrecht and the lay missionary at Alice Springs, Ernest Kramer, testify to the many hours put in to hymn translations. 26","Material not relevant (000)
Information sources listed in other works (113)
Music (533)
Missions (797)
Transmission of cultural norms (867)
Transmission of skills (868)
Elementary education (872)
Educational theory and methods (876)",no
oi08-021,279,"24, 25-26","The most interesting fact about aboriginal astrorromy is that all the adult males of the tribe are fully conversant with all that is known, while no young man of the tribe knows much about the stars until after his initiation is complete. As children the boys learn ‘unofficial’ stories of the stars from their mothers, thus imbibing, as it were, the vague astronomy of the women. When they grow up and have undergone their ceremonial circumcision, they are taught the ‘truth’ about the tribal legends and names handed on to the boys. The old men also instruct the initiated boys in the movements, colour and brightness of the stars.Astronomical names and legends are not the products of individual native imagination, but are the result of tribal observations going back to ancient times. The knowledge is handed down by the old men to the boys at their initiation, and is carefully concealed from the women, who know practically nothing about the stars.","Comparative evidence (171)
Mythology (773)
Ethnometeorology (821)
Transmission of beliefs (869)",no
oi08-019,280,31-32,"THE phratry into which a boy is to marry first tries him out in the Alkirakiwuma, throwing him into the air, beating, and generally hazing him much as certain American College societies are said to haze their candidates for admission. While he remains in a dazed condition, he is instructed in the primary duties of generosity about food, and of respect for those who are older and wiser. The food which he gets by his own endeavours must be divided among his future father-in-law, his own wife-to-be, and children. What remains is to be divided between himself and his mura and ipmunna women, the women by whose marriage his wife is determined.
IT will be seen that justice, as well as unselfishness, are here inculcated. The boy owes his wife's relations a certain debt in return for the treasure he receives from them. The fire-stick ceremony during the lartna stage of his initiation continues this elementary training in justice. He is warned to stick to his own wife, and to leave other men's wives alone. From the time of the fire-stick ceremony until the novice has quite recovered from arilta, his mia and oknia have no intercourse with each other, lest he should grow up a atua-kurna, a man who does not observe the instruction that goes with the [32] fire-stick. He is constantly warned to keep all secrets revealed to him, and thus to act as a responsible and trustworthy member of society.","Functional and adaptational interpretations (182)
Ethics (577)
Transmission of beliefs (869)
Puberty and initiation (881)",yes
oi08-001,281,23,"However, to return to the native camp once more. 2 
There are two distinct kinds of camps, the more or Jess temporary one made out in the bush and the main central camp, of each local group, called Twara moainaa, which is permanently Jocated at one special spot and has a very definite organisation, so far as the sections of the tribe to which the varjous members belong are concerned. This camp is described in Chapter XXIII.
If we examine their weapons and implements of various kinds that is, those usually carried about--they will be found to be comparatively few in number and simple. A woman has always a pitchi --that is, a wooden trough varying in length from one to three feet, which has been hollowed out of the soft wood of the bean tree ( Erythrina vespertilio ), or it may be out of hard wood such as mulga or eucalypt. In this she carries food material, either balancing it on her head or holding it slung on to one hip by means of a strand of human hair or ordinary fur string across one shoulder. Not infrequently a small baby will be carried about in a pitchi (Fig. 7). The only other implement possessed by a woman is what is popularly called a “yam stick,” which is simply a digging-stick or, to speak more correctly, a pick. The commonest form consists merely of a straight staff of wood with one or both ends bluntly pointed, and of such a size that it can easily be carried in the hand and used for digging in the ground. When at work, a woman will hold the pick in the right hand close to the lower end, and, alternately digging this into the ground with one hand, while with the other she scoops out the loosened earth, will dig down with surprising speed. In parts of the scrub, where the honey ants live, that form a very favourite food of the natives, acre after acre of hard sandy soil is seen to have been dug out, simply by the picks of the women in search of the insect, until the place has the appearance of a deserted mining field where diggers have for [Page 24] long been at work “prospecting.” Very often a small pitchi will be used as a shovel or scoop, to clear the earth out with, when it gets too deep to be thrown up merely with the hand, as the woman goes on digging deeper and deeper until at last she may reach a depth of some six feet or even more. Of course the children go out with the women, and from the moment that they can toddle about they begin to imitate the actions of their mother. In the scrub a woman will be digging up lizards or honey ants, while, close by, her small child will be at work, with its diminutive pick, taking its first lessons in what, if it be a girl, will be the main employment of her life.","Collecting (222)
Settlement patterns (361)
General tools (412)
Utensils (415)
Division of labor by gender (462)
Community structure (621)
Infant care (854)
Childhood activities (857)
Transmission of skills (868)",no
oi08-001,282,124,"The whole design consists, with few exceptions. of a conventional arrangement of circular, semi-cirsular. spiral, curved and straight lines together, often with dots and sometimes, but rarely, the tracks of animals such as emus and kangaroos. The most frequent design met with is that of a series of concentric circles or a close-set spiral, the sets of circles or the spirals varying in number from two or three to as many as twenty, or even more; and these, when present, usually indicate the most important object which it is intended to represent in the whole design. In one Churinga each will represent a tree, on another a frog, on another a kangaroo, and so on, so that it will easily be realised that, to obtain a true interpretation of any one Churinga, it is absolutely essential to obtain the information from someone to whom it is personally known, and such an one can only be an old man of the particular local totemic group to which it belongs; it is only the old men who are allowed to see and examine the Churinga of the group, which are very rarely indeed seen by anyone who does not belong to the latter. Time after time, when the Pertalchera is visited, the Churinga are rubbed over and carefully explained by the old men to the younger one, who in course of time come to know all about them that the old men can impart, and so the knowledge of whom the Churinga have belonged to, and what the design on each one means, is handed on from generation to generation.","Decorative art (531)
Sacred objects and places (778)
Transmission of beliefs (869)
Activities of the aged (887)",no
oi08-001,283,142,"During the course of the evening the Churinga were examined, one by one, and sung 1 
The “singing” in all these cases consists of the monotonous repetition of a few phrases, beginning on a higher and ending on a lower note. Intoning would be a better term.
over for some hours, after which the local Alatunja decorated four of the younger men amongst the visitors and instructed them in the manner of performing and the meaning of the Achilpa totem ceremony of Okirakulitha, which they then performed.","Music (533)
Sacred objects and places (778)
Transmission of beliefs (869)",no
oi08-002,284,1[2],"“Aranda myths are rarely elaborate in form. They are simple and brief accounts of the lives of the totemic ancestors of a given group in the tribe. They are handed down through word of mouth by the old leaders of a group to the younger generation of initiated men, usually on the occasion of a visit to the local sacred cave where the tjurunga sticks and stones are kept.”
From time to time the leader halts, points out rocks and trees which figure in the legend of the Ulamba ancestor, and neatly explains their significance by means of signlanguage. No questions may be asked, the young men must be content with such explanatory remarks as the leader is prepared to give them. If these are insufficient for a complete grasp of the myth, the young men must wait respectfully until another of these rare opportunities presents itself.”","Literature (538)
Mythology (773)
Sacred objects and places (778)
Transmission of beliefs (869)
Routes (487)",no
oi08-002,285,100-101,"Our fathers taught us to love our own country, and not to lust after the lands belonging to other men. They told us that Ilbalintja was the greatest bandicoot totemic centre amongst the Aranda people, and that, in the beginning, bandicoot ancestors had come from every part of the tribe to Ilbalintja alone and had stayed there for ever: so pleasing was our home to them.","Cultural identity and pride (186)
Ethnogeography (823)
Transmission of beliefs (869)
Puberty and initiation (881)",no
oi08-002,286,110,"“During the months which they spend on the i[unknown] kura ground, the iliara are expected to learn many of the traditional chant-verses relating to the ceremonies which they have been shown. Their store of knowledge steadily increases. By constant repetition of the verses their peculiar metrical form is impressed indelibly upon their minds. Frequently they are not explained to them properly by their elders; they are still regarded in many ways as ‘mere boys’ ( worra kurka ): they are still ‘too young’ to merit detailed instruction. The teaching of their elders makes heavy demands upon their powers of mechanical memory. It purposely ignores the intense youthful craving for intelligent enlightenment. The great traditions of the group, its treasured tjuru[unknown] a, must be preserved accurately; their complexity and elaborateness demands that teaching should begin early, when the faculty of memory possessed by the youthful mind has reached its full development. The habit of mental alertness must be inculcated. An overpowering interest in the sacred traditions must be stimulated, but not satisfied. Satisfaction is deferred to a later time, when the young man in the course of his own independent life at home has shown himself to be a worthy guardian of the sacred traditions of his clan.”","Music (533)
Transmission of beliefs (869)
Puberty and initiation (881)",no
oi20-011,287,11 [B],"In order to understand what this ceremony means to those who still perform it, one must first understand what the Tiwi consider to be adulthood. The Tiwi, now about a thousand in number, have lived for untold centuries on Melville and Bathurst Islands, which are situated thirty miles north of Darwin, the capital city of Australia's Northern Territory. The islands and surrounding waters are well supplied with food, and fresh water is plentiful. Economically and technically the Tiwi have been remarkably conservative. They came to the islands as hunters and gatherers of wild food, using crude chipped stone axes, digging sticks, simple wooden spears, and hunting dogs, and found that little else was needed to exploit the natural resources and to provide themselves with a stable, varied, and adequate diet. With the exception of the wallaby, the land animals of the two islands were small and nocturnal and could simply be collected during the day with little physical effort or skill. The few skills that were necessary were identifying tracks to find game and chopping out or digging up the sleeping animals. Young boys and girls were taught these techniques, since there was no essential sexual division of labor in food-collecting. Boys, however, received TIWI NATIVE on Melville Island expresses a grievance in an original song during the annual three-day Kulama ceremony. [Page [p. 11,(C)]]
SHARK DANCK is among traditional, imitative figures that are performed during ritual preparation of toxic Kulama yama.
additional instruction in spear-fishing and birding, while girls were taught more intensively to locate and identify edible plants. The children, as a result, were generally independent economically in their early teens, by which time the girls were already married. Young males contributed to their parents' larder and to other householda, but did not marry and acquire households until they were more than thirty years old. Even now, this late marriage age obtains in theory, but not always in practice.","Material not relevant (000)
Location (131)
Population (161)
Sociocultural trends (178)
Norms (183)
Hunting and trapping (224)
Normal garb (291)
Division of labor by gender (462)
Dance (535)
Regulation of marriage (582)
Ethnozoology (825)
Transmission of skills (868)
Adolescent activities (883)
Majority (884)",no
oi20-014,288,37,"Two important skills acquired early in this period are swimming and tree-climbing. I never saw anyone giving definite instruction in either skill, and it is probable that both are learned by imitation.",Transmission of skills (868),no
oi20-014,289,306,"Because the dance step of the women's dancing chorus is relatively simple, we find small girls barely able to walk being encouraged to join the chorus line. The boys have a harder time. They may join the men's singing chorus as timpanists only, for the words are too hard and they have not yet learned to sing. The traditional steps usually require great skill to perform and are often physically exhausting. Before a boy can enter the dance ring, he must learn his traditional dance, and no toddler can do this. However, most boys of seven and up will dance at least once during a pukamani ceremony.","Dance (535)
Transmission of skills (868)",no
oi20-001,290,49,"Baskets made of bark with gummed sides were made by the women, but the painted designs upon these baskets were applied by the men, in line with their monopoly on all work that required paint. These baskets of various sizes but little variation in shape were used for all domestic tasks involving the collection, storing, transporting, and preparing of vegetable foods, and were sufficiently watertight to enable water also to be carried in them. Ordinary wooden spears (without barbs or painted designs) and a great variety of throwing sticks were made by all men, young or old, but important old men bothered with them very little, considering such routine manufacture beneath them. These workaday spears and throwing sticks lay around every camp in abundance, and a man who needed spears or sticks in a hurry could always gather up a bundle in a few minutes. Small boys picked up the techniques of making spears and throwing sticks by spending time with older boys who in turn improved their skill both in making and using hunting weapons by spending time with the local young men.","Mats and basketry (285)
Weapons (411)
Utensils (415)
Division of labor by gender (462)
Burden carrying (482)
Decorative art (531)
Transmission of skills (868)
Status and treatment of the aged (888)",no
oi20-001,291,49,"Although much of this learning was fairly random, other instruction was not. During his initiation period a youth spent long intervals isolated in the bush with a couple of older teachers from whom he received training in religious and ritual matters. At the same time, of course, it was inevitable that the novice absorb some of the older men's experience in bushcraft. There was no corresponding initiation period for girls. What they learned, they learned first from the older women of their childhood household and later from the older women of the husband's household into which they moved as child-brides after puberty. In all households the supervision by the elderly women of all younger women included the training of both female children and young wives in the things all females should know—things which were mostly concerned with collecting and preparing vegetable foods and the making of baskets.","Transmission of skills (868)
Puberty and initiation (881)",no
sf21-001,306,35 [2],"“Cooking is an art learned very early in life. When traveling with his mother and father, a child is often given a cob of corn to roast, some motacú fruits to roast, or a morsel of viscera to cook for himself. In fact, whenever animals are being cut up, there are always young children (as often boys as girls) around, waiting for some tidbit, which they then take to a fire and roast for themselves. Such morsels they share with no one else.”","Complete texts of hraf documents (116)
Food preparation (252)
Transmission of skills (868)",no
sf21-001,307,45-46,"“Everyone knows how to dance and to sing some songs. Since the rhythm of the dance consists merely in the stamping of feet, there is no problem in learning to dance. Young people are often observed forming a dance circle in imitation of their parents. Although all adults know how to sing some songs, certain individuals are known [46] to be more skillful in composing songs than others. Such people usually take the lead in the dances and play the most prominent role in the singing that accompanies drinking feasts. It may be significant that in the two extended families which I knew well, both of the chiefs were prominent singers. But although they often took the role as leaders, other individuals equally gifted also frequently assumed the same role. There are no professionals—no persons who are always called upon to sing at a drinking feast or to chant at a curing rite.”","Complete texts of hraf documents (116)
Dance (535)
Community heads (622)
Transmission of skills (868)",no
sf21-001,308,79-80,"“At about the age of 8, a boy begins to accompany his father on the hunt. This is really the beginning of his serious education as a hunter. Until this time most of his hunting has been confined to the immediate environs of the hut. When a boy first starts to accompany his father, he makes only about one excursion per week, but as he gradually becomes hardened to the jungle, his trips away from camp become more frequent and of longer duration. On these expeditions the boy gradually learns when, where, and how to track and stalk game. His father allows him to take easy shots, so as to reinforce his interest in hunting. The boy is given light loads of game to carry in from the jungle, and if he kills an animal of any importance, such as a peccary or coati, he is decorated with feathers like a mature hunter. During all this time, of course, he is also learning to make bows and arrows and to repair those which have been broken on the hunt. Hence, by the time a boy has reached the age of 12, he is already a full-fledged hunter and is able to sup[80]ply a household of his own with game. At this age, girls, too, are ready for the responsibilities of adulthood.”","Complete texts of hraf documents (116)
Hunting and trapping (224)
Status of children (858)
Transmission of skills (868)",no
ss18-009,309,469,"Children have a great deal of freedom, and spend most of their time at play, especially swimming and paddling in the river. This play has, of course, important functions in developing much needed skills for adult life. Not only do boys shoot play arrows made from the cleaned rib of a moriche leaf, OHIDU ARUHU, at objects drifting in the river, and girls prepare toy hammocks, called HA HORO, out of dried moriche stalks, but most importantly, children's games imitating animals serve to make them familiar with the fauna of the area and their living and eating habits.","Childhood activities (857)
Transmission of skills (868)",no
ss18-042,310,104,"What I don't understand is that the government pays her all that money just to teach the children reading for a few hours in the morning. And there are so many holidays and she has long vacations. We, the parents of the children, we get paid nothing. Absolutely nothing. And we teach them all the (useful) things like how to fish and how to hunt, and we receive nothing. All the money goes to the schoolteacher. That's how it is, dahe.","Wages and salaries (465)
Public education (658)
Transmission of skills (868)
Teachers (875)",no
ss18-042,311,105,"Now, I am a male. My son is a male. “My son,” I tell him, “make a dugout.” This is how you position the tree trunk. The upper side of the trunk you position like this. This is how you position the aft of the dugout.To finish it and burn it you position it in this way. If the body is all right, it will be finished well. You still don't know. Your older brother knows. He is an expert craftsman. Your oldest brother, he too is an expert craftsman. He comes and tells me, “Father, the dugout canoe came out all right. I did it well.”","Shipbuilding (396)
Family relationships (593)
Transmission of skills (868)",yes
ss18-042,312,108,"We, the Warao, teach the children how to place the sticks to set up the basketry sieve and sift sago flour, how to place those sticks, how to place a conduit to take the liquid starch to the container, how to fit the cross-sticks in the sago-canoe, and finally, how to set up correctly the bihi basketry sieve. All this is taught to the children. And when they bring the flakes from the sago palm where the man has chopped them, they learn how to kneed them, that one still does not pour water over it. We teach that when the mass becomes soft, you pour water and all the starch comes out of the flakes and collects in the container. All this must be taught so that when one goes to the moriche palm groves, it will not be forgotten. It is not “work,” if one knows how to do it. 1 
1 Traditional activities are so well known that they are not considered work.
The children learn. Now I will explain what Katose was saying. Around here, if one lives among the criollos, one loses the habit of living in the palm groves. Although one is Warao, one never sees sago starch, ohi fruit, moho palm larvae. Around here, if there are a lot of criollos and work to do, one can make fiften or twenty bolívares a day, but that is not enough for food for one day, maybe one pair of pants, a dress for the woman, a little pair of pants and shirts for the children, soap, thread. So you see, no matter how much one makes it is never enough. Therefore, what we Warao want is the same thing.","Sociocultural trends (178)
Collecting (222)
Food preparation (252)
Labor supply and employment (464)
Transmission of skills (868)",no
ss18-003,313,879,"Every Warrau settlement has its own music master, who teaches the young boys and men to blow on a kind of oboe. Almost every evening the young men hold a concert in the middle of the settlement under their teacher's guidance. The musical tone varies in pitch according to the size of the bamboo stem and its reed. Although each instrument only gives one note, the musical director knows the tone of the combined instruments so exactly and gives his directions so correctly that “a basis of harmony rules the sound” (M. R. Schomburgk, 1847–48). Certain stringed instruments (both monochord and violin type) made by raising the fibers of the rib of an ite leaf and placing a bridge under it, must be of European or Negro origin.","Music (533)
Musical instruments (534)
Ethnobotany (824)
Transmission of skills (868)",no
ss18-019,314,23,"Responsible for the perpetuation of Haburi's art on earth are the master carpenters of canoes, referred to as moyomutuma. A boy is associated with canoe-making from early childhood on, initially as spectator, when he accompanies his father and the other men of the family to the forest and watches the production process. Later, as an adolescent, he picks up the axe himself and participates in the process according to his increasing dexterity. By the time he gets married, a young man commands the basic skills and may even have a small canoe to call his own. He now has to leave his family of orientation and join his wife's kinfolk. As a result, he exchanges his status of an independent “bachelor,” who may or may not feel obliged to help his father in making canoes, for that of a dawa, “son-in-law,” obligated to take his place among his fellow dawa and render the customary bride service.","Woodworking (322)
Mode of marriage (583)
Residence (591)
Kinship terminology (601)
Transmission of skills (868)",no
